* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
29545	neuromuscular	j	385	367	neuromuscular
29545	neuromuscular	j	385	18	neuro-muscular
29555	extrajudicial	j	385	296	extrajudicial
29555	extrajudicial	j	385	89	extra-judicial
29565	pancreatitis	n	384	384	pancreatitis
29575	uncork	v	384	197	uncorked
29575	uncork	v	384	83	uncork
29575	uncork	v	384	55	uncorking
29575	uncork	v	384	49	uncorks
29585	incorrigible	j	384	384	incorrigible
29595	high-octane	j	383	383	high-octane
29605	third-grader	n	383	221	third-graders
29605	third-grader	n	383	162	third-grader
29615	roadhouse	n	383	339	roadhouse
29615	roadhouse	n	383	44	roadhouses
29625	eccentric	n	382	238	eccentrics
29625	eccentric	n	382	144	eccentric
29635	Oreo	n	382	191	oreo
29635	Oreo	n	382	191	oreos
29645	thunk	n	382	373	thunk
29645	thunk	n	382	9	thunks
29655	surreptitious	j	382	382	surreptitious
29665	lead-up	n	381	381	lead-up
29675	bud	v	381	258	bud
29675	bud	v	381	65	budded
29675	bud	v	381	58	budding
29685	out-of-the-way	j	380	380	out-of-the-way
29695	bandmate	n	380	308	bandmates
29695	bandmate	n	380	72	bandmate
29705	synthesized	j	379	379	synthesized
29715	vac	n	379	327	vac
29715	vac	n	379	52	vacs
29725	one-term	j	379	379	one-term
29735	daresay	v	378	378	daresay
29745	paper-thin	j	378	378	paper-thin
29755	householder	n	378	211	householder
29755	householder	n	378	167	householders
29765	impulsivity	n	378	378	impulsivity
29775	knickknacks	n	377	377	knickknacks
29785	giblet	n	377	290	giblets
29785	giblet	n	377	87	giblet
29795	closed-circuit	j	377	377	closed-circuit
29805	daguerreotype	n	376	235	daguerreotype
29805	daguerreotype	n	376	141	daguerreotypes
29815	diviner	n	376	230	diviners
29815	diviner	n	376	146	diviner
29825	mufti	n	376	360	mufti
29825	mufti	n	376	16	muftis
29835	garden-variety	j	376	369	garden-variety
29835	garden-variety	j	376	7	gardenvariety
29845	illusionist	n	375	310	illusionist
29845	illusionist	n	375	65	illusionists
29855	occipital	j	375	375	occipital
29865	pro-western	j	375	375	pro-western
29875	breaststroke	n	374	374	breaststroke
29885	muff	n	374	267	muff
29885	muff	n	374	107	muffs
29895	reinforcing	j	374	374	reinforcing
29905	jiffy	n	373	373	jiffy
29915	cascading	j	373	373	cascading
29925	disheartening	j	373	373	disheartening
29935	co-pay	v	372	356	co-pays
29935	co-pay	v	372	16	co-pay
29945	seventy-one	m	372	372	seventy-one
29955	securitization	n	371	371	securitization
29965	immunotherapy	n	371	371	immunotherapy
29975	bookend	n	371	223	bookends
29975	bookend	n	371	148	bookend
29985	dispossess	v	370	250	dispossessed
29985	dispossess	v	370	73	dispossess
29985	dispossess	v	370	47	dispossessing
29995	acupuncturist	n	370	276	acupuncturist
29995	acupuncturist	n	370	94	acupuncturists
30005	standard-bearer	n	370	282	standard-bearer
30005	standard-bearer	n	370	88	standard-bearers
30015	time-tested	j	369	369	time-tested
30025	ricochet	n	369	304	ricochet
30025	ricochet	n	369	65	ricochets
30035	cuss	n	368	338	cuss
30035	cuss	n	368	30	cusses
30045	phallus	n	368	368	phallus
30055	balustrade	n	368	298	balustrade
30055	balustrade	n	368	70	balustrades
30065	undistinguished	j	368	368	undistinguished
30075	electrochemical	j	368	332	electrochemical
30075	electrochemical	j	368	36	electro-chemical
30085	tiling	n	367	249	tiling
30085	tiling	n	367	118	tilings
30095	downbeat	n	367	351	downbeat
30095	downbeat	n	367	16	downbeats
30105	preserving	n	367	367	preserving
30115	ringtone	n	366	251	ringtone
30115	ringtone	n	366	115	ringtones
30125	awestruck	j	366	366	awestruck
30135	self-explanatory	j	366	366	self-explanatory
30145	reinsurance	n	365	365	reinsurance
30155	biophysical	j	365	365	biophysical
30165	circulating	j	365	365	circulating
30175	scavenging	j	364	364	scavenging
30185	maximization	n	364	364	maximization
30195	industrials	n	364	364	industrials
30205	topmost	j	363	340	topmost
30205	topmost	j	363	23	top-most
30215	meow	n	363	324	meow
30215	meow	n	363	39	meows
30225	dimmer	n	363	270	dimmer
30225	dimmer	n	363	93	dimmers
30235	explosively	r	362	362	explosively
30245	hooch	n	362	362	hooch
30255	southerly	j	362	362	southerly
30265	thin-skinned	j	361	361	thin-skinned
30275	signee	n	361	242	signee
30275	signee	n	361	119	signees
30285	stovetop	n	361	361	stovetop
30295	primrose	n	360	238	primrose
30295	primrose	n	360	122	primroses
30305	nightingale	n	360	290	nightingale
30305	nightingale	n	360	70	nightingales
30315	avarice	n	360	360	avarice
30325	swami	n	360	322	swami
30325	swami	n	360	38	swamis
30335	half-million	j	359	359	half-million
30345	yucky	j	359	359	yucky
30355	rebrand	v	359	200	rebranded
30355	rebrand	v	359	159	rebrand
30365	prowler	n	358	280	prowler
30365	prowler	n	358	78	prowlers
30375	ninth-grade	j	358	358	ninth-grade
30385	hydrology	n	358	358	hydrology
30395	sterling	j	358	358	sterling
30405	Jovian	j	357	357	jovian
30415	unfasten	v	357	201	unfastened
30415	unfasten	v	357	95	unfasten
30415	unfasten	v	357	38	unfastening
30415	unfasten	v	357	23	unfastens
30425	Dalmatian	n	357	201	dalmatian
30425	Dalmatian	n	357	156	dalmatians
30435	bluefin	n	356	356	bluefin
30445	hyperplasia	n	356	341	hyperplasia
30445	hyperplasia	n	356	15	hyperplasias
30455	tingling	n	356	356	tingling
30465	T-bone	n	355	284	t-bone
30465	T-bone	n	355	71	t-bones
30475	thieving	j	355	355	thieving
30485	careen	n	355	203	careens
30485	careen	n	355	152	careen
30495	decider	n	355	262	decider
30495	decider	n	355	93	deciders
30505	off-label	j	354	354	off-label
30515	gouge	n	354	200	gouge
30515	gouge	n	354	154	gouges
30525	remote-controlled	j	354	346	remote-controlled
30525	remote-controlled	j	354	8	remotecontrolled
30535	unlatch	v	353	229	unlatched
30535	unlatch	v	353	90	unlatch
30535	unlatch	v	353	34	unlatching
30545	novelistic	j	353	353	novelistic
30555	deviant	n	353	288	deviants
30555	deviant	n	353	65	deviant
30565	chromatography	n	352	352	chromatography
30575	unveiling	n	352	330	unveiling
30575	unveiling	n	352	22	unveilings
30585	tumbleweed	n	351	183	tumbleweed
30585	tumbleweed	n	351	168	tumbleweeds
30595	telecast	v	351	261	telecast
30595	telecast	v	351	90	telecasts
30605	beta-carotene	n	351	318	beta-carotene
30605	beta-carotene	n	351	33	betacarotene
30615	enthralling	j	351	351	enthralling
30625	detestable	j	350	350	detestable
30635	cordially	r	350	350	cordially
30645	amyloid	j	350	350	amyloid
30655	unheard-of	j	350	350	unheard-of
30665	state-controlled	j	350	350	state-controlled
30675	voyeuristic	j	349	349	voyeuristic
30685	roundness	n	349	344	roundness
30685	roundness	n	349	5	roundnesses
30695	propitious	j	348	348	propitious
30705	doubled	j	348	348	doubled
30715	mortification	n	348	318	mortification
30715	mortification	n	348	30	mortifications
30725	sunburned	j	348	348	sunburned
30735	touched	j	348	348	touched
30745	tech-savvy	j	347	347	tech-savvy
30755	nearness	n	347	347	nearness
30765	dented	j	347	347	dented
30775	bottler	n	346	211	bottlers
30775	bottler	n	346	135	bottler
30785	advisement	n	346	346	advisement
30795	fret	n	346	236	fret
30795	fret	n	346	110	frets
30805	incomprehension	n	345	345	incomprehension
30815	jet-black	j	345	345	jet-black
30825	one-month	j	345	345	one-month
30835	fatigued	j	344	344	fatigued
30845	chickadee	n	344	195	chickadees
30845	chickadee	n	344	149	chickadee
30855	materiel	n	344	344	materiel
30865	telemedicine	n	344	344	telemedicine
30875	semicircular	j	343	288	semicircular
30875	semicircular	j	343	55	semi-circular
30885	irreversibly	r	343	343	irreversibly
30895	burn-in	n	343	263	burnin
30895	burn-in	n	343	80	burn-in
30905	scatter	n	342	342	scatter
30915	coinage	n	342	325	coinage
30915	coinage	n	342	17	coinages
30925	barracuda	n	342	281	barracuda
30925	barracuda	n	342	61	barracudas
30935	flywheel	n	342	276	flywheel
30935	flywheel	n	342	66	flywheels
30945	Warcraft	n	341	341	warcraft
30955	canton	n	341	231	canton
30955	canton	n	341	110	cantons
30965	febrile	j	341	341	febrile
30975	cakewalk	n	340	334	cakewalk
30975	cakewalk	n	340	6	cakewalks
30985	anti-trust	j	340	340	anti-trust
30995	informatics	n	340	340	informatics
31005	wishy-washy	j	340	340	wishy-washy
31015	troop	v	339	225	trooped
31015	troop	v	339	80	trooping
31015	troop	v	339	34	troops
31025	astoundingly	r	339	339	astoundingly
31035	co-sponsor	v	339	223	cosponsored
31035	co-sponsor	v	339	104	co-sponsor
31035	co-sponsor	v	339	12	co-sponsors
31045	deprecate	v	338	179	deprecated
31045	deprecate	v	338	81	deprecating
31045	deprecate	v	338	66	deprecate
31045	deprecate	v	338	12	deprecates
31055	contrail	n	338	225	contrails
31055	contrail	n	338	113	contrail
31065	alpaca	n	338	222	alpaca
31065	alpaca	n	338	116	alpacas
31075	indolent	j	338	338	indolent
31085	seatpost	n	337	309	seatpost
31085	seatpost	n	337	28	seatposts
31095	undecided	n	337	332	undecideds
31095	undecided	n	337	5	undecided
31105	nonresponse	n	337	190	nonresponse
31105	nonresponse	n	337	117	non-response
31105	nonresponse	n	337	15	nonresponses
31105	nonresponse	n	337	15	non-responses
31115	sociality	n	337	337	sociality
31125	prefab	n	336	266	prefab
31125	prefab	n	336	46	pre-fab
31125	prefab	n	336	18	prefabs
31125	prefab	n	336	6	pre-fabs
31135	achy	j	336	336	achy
31145	electability	n	335	335	electability
31155	ignominious	j	335	335	ignominious
31165	shrimper	n	335	235	shrimpers
31165	shrimper	n	335	100	shrimper
31175	pestle	n	335	305	pestle
31175	pestle	n	335	30	pestles
31185	post-revolutionary	j	334	224	post-revolutionary
31185	post-revolutionary	j	334	110	postRevolutionary
31195	needlework	n	334	334	needlework
31205	beanbag	n	334	274	beanbag
31205	beanbag	n	334	60	beanbags
31215	uninvolved	j	334	334	uninvolved
31225	workaday	j	334	334	workaday
31235	unheeded	j	333	333	unheeded
31245	arranger	n	333	241	arranger
31245	arranger	n	333	92	arrangers
31255	recognizably	r	333	333	recognizably
31265	dissemble	v	332	151	dissembling
31265	dissemble	v	332	114	dissemble
31265	dissemble	v	332	58	dissembled
31265	dissemble	v	332	9	dissembles
31275	laminate	v	332	138	laminated
31275	laminate	v	332	97	laminate
31275	laminate	v	332	63	laminating
31275	laminate	v	332	34	laminates
31285	turnabout	n	332	324	turnabout
31285	turnabout	n	332	8	turnabouts
31295	hydroxide	n	331	318	hydroxide
31295	hydroxide	n	331	13	hydroxides
31305	colorfully	r	331	331	colorfully
31315	devastatingly	r	331	331	devastatingly
31325	snowmelt	n	330	330	snowmelt
31335	pissy	j	330	330	pissy
31345	hush-hush	j	330	330	hush-hush
31355	reduced-price	j	329	329	reduced-price
31365	suss	v	329	222	suss
31365	suss	v	329	63	sussed
31365	suss	v	329	44	sussing
31375	luau	n	329	304	luau
31375	luau	n	329	25	luaus
31385	overcast	n	329	329	overcast
31395	deuce	n	329	258	deuce
31395	deuce	n	329	71	deuces
31405	codeine	n	328	328	codeine
31415	male/female	j	328	328	male/female
31425	squashed	j	328	328	squashed
31435	inexpensively	r	327	327	inexpensively
31445	uncontroversial	j	327	327	uncontroversial
31455	dpi	n	327	327	dpi
31465	popping	j	326	326	popping
31475	Samoan	j	326	326	samoan
31485	get-out-the-vote	j	326	326	get-out-the-vote
31495	self-regulated	j	326	326	self-regulated
31505	transboundary	j	325	303	transboundary
31505	transboundary	j	325	22	trans-boundary
31515	seventy-nine	m	325	325	seventy-nine
31525	bandleader	n	325	300	bandleader
31525	bandleader	n	325	25	bandleaders
31535	capo	n	325	252	capo
31535	capo	n	325	73	capos
31545	smidgen	n	325	325	smidgen
31555	boorish	j	324	324	boorish
31565	marginality	n	324	324	marginality
31575	inter-relate	v	324	114	interrelated
31575	inter-relate	v	324	99	interrelate
31575	inter-relate	v	324	54	inter-related
31575	inter-relate	v	324	27	interrelating
31575	inter-relate	v	324	22	interrelates
31575	inter-relate	v	324	8	inter-relate
31585	high-capacity	j	324	324	high-capacity
31595	sensationalize	v	323	139	sensationalized
31595	sensationalize	v	323	114	sensationalize
31595	sensationalize	v	323	70	sensationalizing
31605	majestically	r	323	323	majestically
31615	contorted	j	323	323	contorted
31625	dead-on	j	323	323	dead-on
31635	coerced	j	322	322	coerced
31645	moxie	n	322	322	moxie
31655	third-rate	j	322	322	third-rate
31665	sponsoring	j	322	322	sponsoring
31675	stickiness	n	321	321	stickiness
31685	riffraff	n	321	220	riffraff
31685	riffraff	n	321	101	riff-raff
31695	military-style	j	321	321	military-style
31705	salicylic	j	320	320	salicylic
31715	Anasazi	j	320	320	anasazi
31725	unrealistically	r	320	320	unrealistically
31735	remove	n	319	291	remove
31735	remove	n	319	28	removes
31745	weigh-in	n	319	227	weigh-in
31745	weigh-in	n	319	92	weigh-ins
31755	non-custodial	j	319	176	non-custodial
31755	non-custodial	j	319	143	noncustodial
31765	sublet	n	319	282	sublet
31765	sublet	n	319	37	sublets
31775	dispensing	n	318	318	dispensing
31785	bleary	j	318	318	bleary
31795	handicapper	n	318	217	handicapper
31795	handicapper	n	318	101	handicappers
31805	woodworker	n	318	200	woodworker
31805	woodworker	n	318	118	woodworkers
31815	unexploded	j	317	317	unexploded
31825	arrestee	n	317	207	arrestees
31825	arrestee	n	317	110	arrestee
31835	Neapolitan	j	317	317	neapolitan
31845	sashay	v	317	109	sashayed
31845	sashay	v	317	91	sashay
31845	sashay	v	317	75	sashaying
31845	sashay	v	317	42	sashays
31855	faker	n	316	213	faker
31855	faker	n	316	103	fakers
31865	assimilated	j	316	316	assimilated
31875	iambic	j	316	316	iambic
31885	refashion	v	315	141	refashioned
31885	refashion	v	315	122	refashion
31885	refashion	v	315	52	refashioning
31895	authoritarian	n	315	247	authoritarians
31895	authoritarian	n	315	68	authoritarian
31905	minibar	n	315	220	minibar
31905	minibar	n	315	78	mini-bar
31905	minibar	n	315	17	mini-bars
31915	cutesy	j	315	315	cutesy
31925	epidermal	j	314	314	epidermal
31935	checkmate	v	314	282	checkmate
31935	checkmate	v	314	16	checkmated
31935	checkmate	v	314	10	checkmates
31935	checkmate	v	314	6	checkmating
31945	lapdog	n	314	236	lapdog
31945	lapdog	n	314	78	lapdogs
31955	electrophoresis	n	314	314	electrophoresis
31965	hillock	n	313	215	hillock
31965	hillock	n	313	98	hillocks
31975	underreporting	n	313	267	underreporting
31975	underreporting	n	313	46	under-reporting
31985	anti-colonial	j	313	184	anti-colonial
31985	anti-colonial	j	313	129	anticolonial
31995	Colosseum	n	313	313	colosseum
32005	pro-american	j	312	312	pro-american
32015	melange	n	312	285	melange
32015	melange	n	312	27	melanges
32025	inerrancy	n	312	312	inerrancy
32035	five-story	j	311	311	five-story
32045	most-watched	j	311	311	most-watched
32055	bootlegger	n	311	160	bootlegger
32055	bootlegger	n	311	151	bootleggers
32065	eukaryote	n	310	265	eukaryotes
32065	eukaryote	n	310	45	eukaryote
32075	doubtfully	r	310	310	doubtfully
32085	Marquess	n	310	295	marquess
32085	Marquess	n	310	15	marquesses
32095	homoerotic	j	310	310	homoerotic
32105	indifferently	r	309	309	indifferently
32115	hair-raising	j	309	309	hair-raising
32125	melding	n	309	309	melding
32135	buxom	j	309	309	buxom
32145	day-care	n	309	309	day-care
32155	boney	j	308	308	boney
32165	welded	j	308	308	welded
32175	emaciate	v	308	308	emaciated
32185	high-power	j	308	308	high-power
32195	iconoclast	n	307	198	iconoclast
32195	iconoclast	n	307	109	iconoclasts
32205	adept	n	307	182	adepts
32205	adept	n	307	125	adept
32215	oft-repeated	j	307	307	oft-repeated
32225	postural	j	306	306	postural
32235	civilize	v	306	200	civilize
32235	civilize	v	306	65	civilized
32235	civilize	v	306	41	civilizing
32245	multi-level	j	306	306	multi-level
32255	statesmanship	n	306	306	statesmanship
32265	lamely	r	305	305	lamely
32275	bona-fide	j	305	204	bonafide
32275	bona-fide	j	305	101	bona-fide
32285	fatness	n	305	305	fatness
32295	neoprene	n	304	304	neoprene
32305	reverb	n	304	304	reverb
32315	tersely	r	304	304	tersely
32325	toke	n	304	259	toke
32325	toke	n	304	45	tokes
32335	hovering	j	303	303	hovering
32345	muss	v	303	206	mussed
32345	muss	v	303	65	muss
32345	muss	v	303	32	mussing
32355	compaction	n	303	303	compaction
32365	schlep	v	302	175	schlepping
32365	schlep	v	302	127	schlep
32375	drifting	j	302	302	drifting
32385	anaesthesia	n	302	302	anaesthesia
32395	well-paying	j	302	302	well-paying
32405	seaplane	n	302	229	seaplane
32405	seaplane	n	302	73	seaplanes
32415	south-facing	j	301	301	south-facing
32425	tater	n	301	161	tater
32425	tater	n	301	140	taters
32435	clapper	n	301	262	clapper
32435	clapper	n	301	39	clappers
32445	dilettante	n	301	223	dilettante
32445	dilettante	n	301	78	dilettantes
32455	microsecond	n	300	151	microsecond
32455	microsecond	n	300	149	microseconds
32465	rheumatic	j	300	300	rheumatic
32475	much	c	300	300	much
32485	four-foot	j	300	300	four-foot
32495	spangled	j	299	299	spangled
32505	age-specific	j	299	299	age-specific
32515	ribbing	n	299	299	ribbing
32525	colorblind	j	299	299	colorblind
32535	sucky	j	298	276	sucky
32535	sucky	j	298	22	suckiest
32545	malevolence	n	298	298	malevolence
32555	foghorn	n	298	246	foghorn
32555	foghorn	n	298	52	foghorns
32565	touchpad	n	298	298	touchpad
32575	tenfold	j	297	201	tenfold
32575	tenfold	j	297	96	ten-fold
32585	birth-control	j	297	297	birth-control
32595	finial	n	297	161	finials
32595	finial	n	297	136	finial
32605	best-looking	j	296	296	best-looking
32615	teensy	j	296	266	teensy
32615	teensy	j	296	30	teensiest
32625	stillbirth	n	296	204	stillbirth
32625	stillbirth	n	296	92	stillbirths
32635	kickball	n	296	296	kickball
32645	grandmama	n	295	295	grandmama
32655	six-time	j	295	295	six-time
32665	disrobe	v	295	136	disrobe
32665	disrobe	v	295	90	disrobed
32665	disrobe	v	295	69	disrobing
32675	connective	n	294	236	connectives
32675	connective	n	294	58	connective
32685	muttering	n	294	165	mutterings
32685	muttering	n	294	129	muttering
32695	well-fed	j	294	294	well-fed
32705	turbocharged	j	294	247	turbocharged
32705	turbocharged	j	294	47	turbo-charged
32715	statuesque	j	293	293	statuesque
32725	benzodiazepine	n	293	193	benzodiazepines
